,date,value
1173,1973-07-26,22.4
4114,1973-07-26,22.5
1160,1973-07-26,22.4
5190,1973-07-26,23.6
1111,1973-07-26,22.3
1162,1973-07-26,22.4
5194,1973-07-26,23.6
1163,1973-07-26,22.4
5197,1973-07-26,23.6
5221,1973-07-26,23.8
5224,1973-07-26,23.8
773,1973-07-26,21.8
1166,1973-07-26,22.4
5229,1973-07-26,23.8
1168,1973-07-26,22.4
768,1973-07-26,21.8
1169,1973-07-26,22.4
1170,1973-07-26,22.4
3706,1973-07-26,22.0
4581,1973-07-26,23.0
4819,1973-07-26,23.2
4580,1973-07-26,23.0
733,1973-07-26,21.5
1195,1973-07-26,22.4
3744,1973-07-26,22.0
727,1973-07-26,21.5
3745,1973-07-26,22.0
3746,1973-07-26,22.0
3747,1973-07-26,22.0
726,1973-07-26,21.5
4244,1973-07-26,22.5
721,1973-07-26,21.5
1197,1973-07-26,22.4
719,1973-07-26,21.5
3748,1973-07-26,22.0
716,1973-07-26,21.5
1198,1973-07-26,22.4
714,1973-07-26,21.5
4245,1973-07-26,22.5
4243,1973-07-26,22.5
740,1973-07-26,21.5
1024,1973-07-26,22.2
3742,1973-07-26,22.0
4579,1973-07-26,23.0
4577,1973-07-26,23.0
1183,1973-07-26,22.4
749,1973-07-26,21.6
1184,1973-07-26,22.4
4241,1973-07-26,22.5
1418,1973-07-26,22.6
747,1973-07-26,21.6
5187,1973-07-26,23.6
1186,1973-07-26,22.4
745,1973-07-26,21.5
4090,1973-07-26,22.5
1188,1973-07-26,22.4
744,1973-07-26,21.5
743,1973-07-26,21.5
1190,1973-07-26,22.4
1192,1973-07-26,22.4
742,1973-07-26,21.5
1187,1973-07-26,22.4
5186,1973-07-26,23.6
5193,1973-07-26,23.6
1159,1973-07-26,22.4
1129,1973-07-26,22.4
4128,1973-07-26,22.5
1130,1973-07-26,22.4
1477,1973-07-26,22.6
4125,1973-07-26,22.5
3580,1973-07-26,21.5
3581,1973-07-26,21.5
4124,1973-07-26,22.5
4122,1973-07-26,22.5
3583,1973-07-26,21.5
4121,1973-07-26,22.5
3584,1973-07-26,21.5
1475,1973-07-26,22.6
3588,1973-07-26,21.5
5181,1973-07-26,23.6
4410,1973-07-26,22.6
3591,1973-07-26,21.5
3579,1973-07-26,21.5
1128,1973-07-26,22.4
855,1973-07-26,22.0
856,1973-07-26,22.0
1484,1973-07-26,22.6
3558,1973-07-26,21.5
3559,1973-07-26,21.5
860,1973-07-26,22.0
859,1973-07-26,22.0
858,1973-07-26,22.0
857,1973-07-26,22.0
3561,1973-07-26,21.5
3601,1973-07-26,21.5
3562,1973-07-26,21.5
3566,1973-07-26,21.5
3569,1973-07-26,21.5
3572,1973-07-26,21.5
3573,1973-07-26,21.5
3575,1973-07-26,21.5
3576,1973-07-26,21.5
3577,1973-07-26,21.5
3578,1973-07-26,21.5
3563,1973-07-26,21.5
3604,1973-07-26,21.5
1474,1973-07-26,22.6
4411,1973-07-26,22.6
1155,1973-07-26,22.4
1154,1973-07-26,22.4
1152,1973-07-26,22.4
1150,1973-07-26,22.4
1146,1973-07-26,22.4
1145,1973-07-26,22.4
3620,1973-07-26,21.5
3609,1973-07-26,21.5
1144,1973-07-26,22.4
1143,1973-07-26,22.4
1141,1973-07-26,22.4
1460,1973-07-26,22.6
3618,1973-07-26,21.5
1462,1973-07-26,22.6
1156,1973-07-26,22.4
3617,1973-07-26,21.5
3612,1973-07-26,21.5
1138,1973-07-26,22.4
1135,1973-07-26,22.4
1469,1973-07-26,22.6
1465,1973-07-26,22.6
4117,1973-07-26,22.5
1157,1973-07-26,22.4
3624,1973-07-26,21.8
3616,1973-07-26,21.5
1137,1973-07-26,22.4
1467,1973-07-26,22.6
2478,1973-07-27,24.0
5312,1973-07-27,24.0
4812,1973-07-27,23.2
5188,1973-07-27,23.6
4814,1973-07-27,23.2
4815,1973-07-27,23.2
2367,1973-07-27,23.6
2356,1973-07-27,23.6
5313,1973-07-27,24.0
2362,1973-07-27,23.6
2366,1973-07-27,23.6
5392,1973-07-27,24.2
4785,1973-07-27,23.2
5213,1973-07-27,23.8
4774,1973-07-27,23.2
4793,1973-07-27,23.2
2428,1973-07-27,23.8
2426,1973-07-27,23.8
4795,1973-07-27,23.2
4808,1973-07-27,23.2
4799,1973-07-27,23.2
2415,1973-07-27,23.8
2559,1973-07-27,24.2
4811,1973-07-27,23.2
4802,1973-07-27,23.2
4922,1973-07-27,23.4
4784,1973-07-27,23.2
4792,1973-07-27,23.2
4810,1973-07-27,23.2
1930,1973-07-27,23.2
1917,1973-07-27,23.2
2013,1973-07-27,23.2
1913,1973-07-27,23.2
2016,1973-07-27,23.2
1922,1973-07-27,23.2
1910,1973-07-27,23.2
1905,1973-07-27,23.2
4817,1973-07-27,23.2
5311,1973-07-27,24.0
5310,1973-07-27,24.0
1934,1973-07-27,23.2
1889,1973-07-27,23.2
1931,1973-07-27,23.2
2061,1973-07-27,23.4
1926,1973-07-27,23.2
2055,1973-07-27,23.4
1813,1974-08-06,23.0
1811,1974-08-06,23.0
1807,1974-08-06,23.0
1806,1974-08-06,23.0
1800,1974-08-06,23.0
1795,1974-08-06,23.0
5085,1974-08-06,23.5
1794,1974-08-06,23.0
1793,1974-08-06,23.0
1815,1974-08-06,23.0
1791,1974-08-06,23.0
4669,1974-08-06,23.0
1796,1974-08-06,23.0
1792,1974-08-06,23.0
2314,1974-08-06,23.5
4662,1974-08-06,23.0
1833,1974-08-06,23.0
1832,1974-08-06,23.0
5118,1974-08-06,23.5
4649,1974-08-06,23.0
1824,1974-08-06,23.0
4651,1974-08-06,23.0
4652,1974-08-06,23.0
1823,1974-08-06,23.0
1822,1974-08-06,23.0
4654,1974-08-06,23.0
1821,1974-08-06,23.0
4657,1974-08-06,23.0
1820,1974-08-06,23.0
5396,1974-08-06,24.3
5397,1974-08-06,24.3
5084,1974-08-06,23.5
5398,1974-08-06,24.3
4661,1974-08-06,23.0
1818,1974-08-06,23.0
4663,1974-08-06,23.0
4658,1974-08-06,23.0
5081,1974-08-06,23.5
1789,1974-08-06,23.0
5409,1974-08-06,24.5
5410,1974-08-06,24.5
5061,1974-08-06,23.5
5411,1974-08-06,24.5
4672,1974-08-06,23.0
5060,1974-08-06,23.5
5413,1974-08-06,24.6
5057,1974-08-06,23.5
5064,1974-08-06,23.5
4675,1974-08-06,23.0
5054,1974-08-06,23.5
5053,1974-08-06,23.5
5052,1974-08-06,23.5
5051,1974-08-06,23.5
4679,1974-08-06,23.0
5050,1974-08-06,23.5
5049,1974-08-06,23.5
5048,1974-08-06,23.5
5418,1974-08-06,24.8
5065,1974-08-06,23.5
1758,1974-08-06,23.0
1760,1974-08-06,23.0
1838,1974-08-06,23.0
5080,1974-08-06,23.5
5405,1974-08-06,24.5
4670,1974-08-06,23.0
5079,1974-08-06,23.5
5078,1974-08-06,23.5
5077,1974-08-06,23.5
1788,1974-08-06,23.0
5075,1974-08-06,23.5
1787,1974-08-06,23.0
1786,1974-08-06,23.0
5074,1974-08-06,23.5
5073,1974-08-06,23.5
5406,1974-08-06,24.5
872,1974-08-06,22.0
1778,1974-08-06,23.0
5069,1974-08-06,23.5
5407,1974-08-06,24.5
1767,1974-08-06,23.0
1790,1974-08-06,23.0
1845,1974-08-06,23.0
4644,1974-08-06,23.0
5391,1974-08-06,24.2
5345,1974-08-06,24.0
1872,1974-08-06,23.1
5346,1974-08-06,24.0
5347,1974-08-06,24.0
5348,1974-08-06,24.0
5349,1974-08-06,24.0
1870,1974-08-06,23.1
1868,1974-08-06,23.1
5350,1974-08-06,24.0
5351,1974-08-06,24.0
4620,1974-08-06,23.0
1867,1974-08-06,23.1
5189,1974-08-06,23.6
1866,1974-08-06,23.1
5283,1974-08-06,24.0
1862,1974-08-06,23.1
5352,1974-08-06,24.0
5344,1974-08-06,24.0
4614,1974-08-06,23.0
5343,1974-08-06,24.0
5208,1974-08-06,23.8
5228,1974-08-06,23.8
4603,1974-08-06,23.0
5225,1974-08-06,23.8
1877,1974-08-06,23.1
4605,1974-08-06,23.0
5285,1974-08-06,24.0
5220,1974-08-06,23.8
4607,1974-08-06,23.0
5353,1974-08-06,24.0
5219,1974-08-06,23.8
5217,1974-08-06,23.8
5339,1974-08-06,24.0
5215,1974-08-06,23.8
5284,1974-08-06,24.0
5340,1974-08-06,24.0
5341,1974-08-06,24.0
4610,1974-08-06,23.0
5342,1974-08-06,24.0
4608,1974-08-06,23.0
4648,1974-08-06,23.0
5182,1974-08-06,23.6
5180,1974-08-06,23.5
5365,1974-08-06,24.0
5366,1974-08-06,24.0
5367,1974-08-06,24.0
5368,1974-08-06,24.0
5369,1974-08-06,24.0
5370,1974-08-06,24.0
5371,1974-08-06,24.0
5372,1974-08-06,24.0
5373,1974-08-06,24.0
5134,1974-08-06,23.5
5131,1974-08-06,23.5
4643,1974-08-06,23.0
4645,1974-08-06,23.0
4646,1974-08-06,23.0
4647,1974-08-06,23.0
1860,1974-08-06,23.1
1856,1974-08-06,23.0
5364,1974-08-06,24.0
4626,1974-08-06,23.0
5363,1974-08-06,24.0
5362,1974-08-06,24.0
5354,1974-08-06,24.0
5355,1974-08-06,24.0
5356,1974-08-06,24.0
5357,1974-08-06,24.0
5175,1974-08-06,23.5
4622,1974-08-06,23.0
5173,1974-08-06,23.5
5172,1974-08-06,23.5
1861,1974-08-06,23.1
5171,1974-08-06,23.5
5358,1974-08-06,24.0
5168,1974-08-06,23.5
4623,1974-08-06,23.0
5359,1974-08-06,24.0
5360,1974-08-06,24.0
5361,1974-08-06,24.0
5163,1974-08-06,23.5
5161,1974-08-06,23.5
5170,1974-08-06,23.5
5047,1974-08-06,23.5
5045,1974-08-06,23.5
4684,1974-08-06,23.0
4955,1974-08-06,23.5
1675,1974-08-06,23.0
1668,1974-08-06,23.0
1667,1974-08-06,23.0
1666,1974-08-06,23.0
4953,1974-08-06,23.5
4952,1974-08-06,23.5
4951,1974-08-06,23.5
1676,1974-08-06,23.0
1665,1974-08-06,23.0
4949,1974-08-06,23.5
4947,1974-08-06,23.5
4946,1974-08-06,23.5
4852,1974-08-06,23.2
4944,1974-08-06,23.5
4943,1974-08-06,23.5
4942,1974-08-06,23.5
4789,1974-08-06,23.2
1662,1974-08-06,23.0
1681,1974-08-06,23.0
4957,1974-08-06,23.5
4958,1974-08-06,23.5
4982,1974-08-06,23.5
4981,1974-08-06,23.5
4756,1974-08-06,23.1
4979,1974-08-06,23.5
4757,1974-08-06,23.1
4838,1974-08-06,23.2
4971,1974-08-06,23.5
4769,1974-08-06,23.1
4771,1974-08-06,23.1
1695,1974-08-06,23.0
930,1974-08-06,22.0
1686,1974-08-06,23.0
4965,1974-08-06,23.5
4964,1974-08-06,23.5
4963,1974-08-06,23.5
1685,1974-08-06,23.0
1682,1974-08-06,23.0
4960,1974-08-06,23.5
4959,1974-08-06,23.5
4940,1974-08-06,23.5
4790,1974-08-06,23.2
1653,1974-08-06,23.0
1652,1974-08-06,23.0
4913,1974-08-06,23.4
4804,1974-08-06,23.2
4870,1974-08-06,23.2
4871,1974-08-06,23.2
4872,1974-08-06,23.2
4908,1974-08-06,23.3
4873,1974-08-06,23.2
4877,1974-08-06,23.2
1563,1974-08-06,22.8
1552,1974-08-06,22.8
4880,1974-08-06,23.2
1204,1974-08-06,22.5
4884,1974-08-06,23.2
4885,1974-08-06,23.2
1212,1974-08-06,22.5
4886,1974-08-06,23.2
1291,1974-08-06,22.5
4888,1974-08-06,23.2
4893,1974-08-06,23.3
4869,1974-08-06,23.2
4753,1974-08-06,23.1
4803,1974-08-06,23.2
997,1974-08-06,22.0
1648,1974-08-06,23.0
4794,1974-08-06,23.2
1647,1974-08-06,23.0
4862,1974-08-06,23.2
1646,1974-08-06,23.0
4797,1974-08-06,23.2
1645,1974-08-06,23.0
1642,1974-08-06,23.0
5275,1974-08-06,23.9
4865,1974-08-06,23.2
4926,1974-08-06,23.4
4801,1974-08-06,23.2
1626,1974-08-06,22.9
1625,1974-08-06,22.9
1620,1974-08-06,22.9
4920,1974-08-06,23.4
4866,1974-08-06,23.2
1619,1974-08-06,22.9
1603,1974-08-06,22.8
1017,1974-08-06,22.2
4751,1974-08-06,23.1
1700,1974-08-06,23.0
4983,1974-08-06,23.5
5033,1974-08-06,23.5
5032,1974-08-06,23.5
5031,1974-08-06,23.5
5030,1974-08-06,23.5
5029,1974-08-06,23.5
5028,1974-08-06,23.5
5027,1974-08-06,23.5
5430,1974-08-06,25.0
1744,1974-08-06,23.0
4693,1974-08-06,23.0
4694,1974-08-06,23.0
5025,1974-08-06,23.5
4695,1974-08-06,23.0
5434,1974-08-06,25.2
4696,1974-08-06,23.0
1743,1974-08-06,23.0
5024,1974-08-06,23.5
5023,1974-08-06,23.5
5022,1974-08-06,23.5
1745,1974-08-06,23.0
1740,1974-08-06,23.0
5034,1974-08-06,23.5
5427,1974-08-06,25.0
4685,1974-08-06,23.0
5043,1974-08-06,23.5
4686,1974-08-06,23.0
4687,1974-08-06,23.0
5041,1974-08-06,23.5
4688,1974-08-06,23.0
5040,1974-08-06,23.5
5039,1974-08-06,23.5
5038,1974-08-06,23.5
4836,1974-08-06,23.2
1755,1974-08-06,23.0
1753,1974-08-06,23.0
5037,1974-08-06,23.5
1752,1974-08-06,23.0
1750,1974-08-06,23.0
5036,1974-08-06,23.5
5035,1974-08-06,23.5
1747,1974-08-06,23.0
1746,1974-08-06,23.0
4689,1974-08-06,23.0
5046,1974-08-06,23.5
1739,1974-08-06,23.0
1737,1974-08-06,23.0
1712,1974-08-06,23.0
4718,1974-08-06,23.0
5000,1974-08-06,23.5
4725,1974-08-06,23.0
4729,1974-08-06,23.0
4997,1974-08-06,23.5
4736,1974-08-06,23.0
4739,1974-08-06,23.0
4741,1974-08-06,23.0
4742,1974-08-06,23.0
4743,1974-08-06,23.0
4991,1974-08-06,23.5
1711,1974-08-06,23.0
1705,1974-08-06,23.0
4747,1974-08-06,23.1
4987,1974-08-06,23.5
4748,1974-08-06,23.1
4985,1974-08-06,23.5
4984,1974-08-06,23.5
1717,1974-08-06,23.0
1738,1974-08-06,23.0
5003,1974-08-06,23.5
1719,1974-08-06,23.0
1736,1974-08-06,23.0
1735,1974-08-06,23.0
5019,1974-08-06,23.5
5018,1974-08-06,23.5
1733,1974-08-06,23.0
5017,1974-08-06,23.5
5016,1974-08-06,23.5
5015,1974-08-06,23.5
5014,1974-08-06,23.5
5013,1974-08-06,23.5
1727,1974-08-06,23.0
5012,1974-08-06,23.5
5011,1974-08-06,23.5
1726,1974-08-06,23.0
4706,1974-08-06,23.0
1725,1974-08-06,23.0
1723,1974-08-06,23.0
1720,1974-08-06,23.0
5006,1974-08-06,23.5
5004,1974-08-06,23.5
1880,1974-08-06,23.1
4619,1974-08-06,23.0
4537,1974-08-06,23.0
2447,1974-08-06,24.0
2448,1974-08-06,24.0
2449,1974-08-06,24.0
2450,1974-08-06,24.0
2451,1974-08-06,24.0
2452,1974-08-06,24.0
2453,1974-08-06,24.0
2454,1974-08-06,24.0
4828,1974-08-06,23.2
3827,1974-08-06,22.0
2462,1974-08-06,24.0
2463,1974-08-06,24.0
2464,1974-08-06,24.0
2465,1974-08-06,24.0
2466,1974-08-06,24.0
2467,1974-08-06,24.0
2468,1974-08-06,24.0
2469,1974-08-06,24.0
2470,1974-08-06,24.0
2118,1974-08-06,23.5
2119,1974-08-06,23.5
2120,1974-08-06,23.5
2133,1974-08-06,23.5
2422,1974-08-06,23.8
2423,1974-08-06,23.8
2163,1974-08-06,23.5
2162,1974-08-06,23.5
2161,1974-08-06,23.5
2427,1974-08-06,23.8
2160,1974-08-06,23.5
2429,1974-08-06,23.8
2159,1974-08-06,23.5
2471,1974-08-06,24.0
2432,1974-08-06,23.9
2434,1974-08-06,23.9
2157,1974-08-06,23.5
2152,1974-08-06,23.5
2150,1974-08-06,23.5
2147,1974-08-06,23.5
2143,1974-08-06,23.5
2139,1974-08-06,23.5
2137,1974-08-06,23.5
2136,1974-08-06,23.5
2433,1974-08-06,23.9
2421,1974-08-06,23.8
2472,1974-08-06,24.0
4507,1974-08-06,22.9
2100,1974-08-06,23.5
2502,1974-08-06,24.0
2503,1974-08-06,24.0
2504,1974-08-06,24.0
2505,1974-08-06,24.0
2506,1974-08-06,24.0
2507,1974-08-06,24.0
2508,1974-08-06,24.0
2509,1974-08-06,24.0
2510,1974-08-06,24.0
2511,1974-08-06,24.0
2512,1974-08-06,24.0
2513,1974-08-06,24.0
2514,1974-08-06,24.0
2515,1974-08-06,24.0
2516,1974-08-06,24.0
2517,1974-08-06,24.0
2518,1974-08-06,24.0
2519,1974-08-06,24.0
4539,1974-08-06,23.0
2101,1974-08-06,23.5
5231,1974-08-06,23.8
2102,1974-08-06,23.5
4813,1974-08-06,23.2
2117,1974-08-06,23.5
2116,1974-08-06,23.5
2115,1974-08-06,23.5
2112,1974-08-06,23.5
4518,1974-08-06,23.0
4522,1974-08-06,23.0
4523,1974-08-06,23.0
4524,1974-08-06,23.0
4506,1974-08-06,22.9
2111,1974-08-06,23.5
2110,1974-08-06,23.5
2109,1974-08-06,23.5
2108,1974-08-06,23.5
2106,1974-08-06,23.5
2103,1974-08-06,23.5
4532,1974-08-06,23.0
4533,1974-08-06,23.0
4534,1974-08-06,23.0
4535,1974-08-06,23.0
4526,1974-08-06,23.0
2164,1974-08-06,23.5
2165,1974-08-06,23.5
2166,1974-08-06,23.5
2253,1974-08-06,23.5
2248,1974-08-06,23.5
2231,1974-08-06,23.5
2351,1974-08-06,23.6
2230,1974-08-06,23.5
2226,1974-08-06,23.5
2224,1974-08-06,23.5
2223,1974-08-06,23.5
4818,1974-08-06,23.2
2357,1974-08-06,23.6
2220,1974-08-06,23.5
2219,1974-08-06,23.5
2217,1974-08-06,23.5
2361,1974-08-06,23.6
2216,1974-08-06,23.5
2214,1974-08-06,23.5
2212,1974-08-06,23.5
2210,1974-08-06,23.5
2207,1974-08-06,23.5
3953,1974-08-06,22.4
2345,1974-08-06,23.5
2344,1974-08-06,23.5
2342,1974-08-06,23.5
2315,1974-08-06,23.5
3908,1974-08-06,22.2
2317,1974-08-06,23.5
2318,1974-08-06,23.5
2299,1974-08-06,23.5
4389,1974-08-06,22.6
2324,1974-08-06,23.5
2325,1974-08-06,23.5
2327,1974-08-06,23.5
2206,1974-08-06,23.5
4825,1974-08-06,23.2
2330,1974-08-06,23.5
2331,1974-08-06,23.5
2333,1974-08-06,23.5
2334,1974-08-06,23.5
2335,1974-08-06,23.5
2270,1974-08-06,23.5
2337,1974-08-06,23.5
2339,1974-08-06,23.5
5301,1974-08-06,24.0
5302,1974-08-06,24.0
2205,1974-08-06,23.5
2203,1974-08-06,23.5
2202,1974-08-06,23.5
2396,1974-08-06,23.8
2181,1974-08-06,23.5
5299,1974-08-06,24.0
2399,1974-08-06,23.8
2179,1974-08-06,23.5
5298,1974-08-06,24.0
2177,1974-08-06,23.5
4470,1974-08-06,22.8
4475,1974-08-06,22.8
2394,1974-08-06,23.8
2176,1974-08-06,23.5
2173,1974-08-06,23.5
2409,1974-08-06,23.8
2172,1974-08-06,23.5
2171,1974-08-06,23.5
2169,1974-08-06,23.5
2168,1974-08-06,23.5
2167,1974-08-06,23.5
3853,1974-08-06,22.2
2417,1974-08-06,23.8
2175,1974-08-06,23.5
2520,1974-08-06,24.0
2393,1974-08-06,23.8
4462,1974-08-06,22.8
2201,1974-08-06,23.5
2199,1974-08-06,23.5
2198,1974-08-06,23.5
2197,1974-08-06,23.5
2196,1974-08-06,23.5
2376,1974-08-06,23.7
2195,1974-08-06,23.5
2378,1974-08-06,23.8
2193,1974-08-06,23.5
2183,1974-08-06,23.5
5300,1974-08-06,24.0
2190,1974-08-06,23.5
2383,1974-08-06,23.8
2189,1974-08-06,23.5
2188,1974-08-06,23.5
2386,1974-08-06,23.8
2186,1974-08-06,23.5
2185,1974-08-06,23.5
2184,1974-08-06,23.5
2390,1974-08-06,23.8
2381,1974-08-06,23.8
2521,1974-08-06,24.0
2227,1974-08-06,23.5
2523,1974-08-06,24.0
1989,1974-08-06,23.2
1986,1974-08-06,23.2
2612,1974-08-06,25.5
1982,1974-08-06,23.2
1980,1974-08-06,23.2
1963,1974-08-06,23.2
1962,1974-08-06,23.2
1956,1974-08-06,23.2
1950,1974-08-06,23.2
1949,1974-08-06,23.2
1948,1974-08-06,23.2
1946,1974-08-06,23.2
1939,1974-08-06,23.2
1938,1974-08-06,23.2
1936,1974-08-06,23.2
1935,1974-08-06,23.2
5267,1974-08-06,23.8
5288,1974-08-06,24.0
1998,1974-08-06,23.2
2000,1974-08-06,23.2
2004,1974-08-06,23.2
4563,1974-08-06,23.0
2586,1974-08-06,24.5
2587,1974-08-06,24.6
4564,1974-08-06,23.0
4565,1974-08-06,23.0
2037,1974-08-06,23.3
2036,1974-08-06,23.3
4821,1974-08-06,23.2
5265,1974-08-06,23.8
2593,1974-08-06,24.8
2033,1974-08-06,23.3
2031,1974-08-06,23.3
2597,1974-08-06,25.0
2021,1974-08-06,23.3
2015,1974-08-06,23.2
5289,1974-08-06,24.0
2010,1974-08-06,23.2
2522,1974-08-06,24.0
4820,1974-08-06,23.2
4560,1974-08-06,23.0
1927,1974-08-06,23.2
1924,1974-08-06,23.2
4589,1974-08-06,23.0
4592,1974-08-06,23.0
5240,1974-08-06,23.8
1914,1974-08-06,23.2
5238,1974-08-06,23.8
4599,1974-08-06,23.0
5286,1974-08-06,24.0
1911,1974-08-06,23.2
1906,1974-08-06,23.2
5236,1974-08-06,23.8
5235,1974-08-06,23.8
1902,1974-08-06,23.2
1893,1974-08-06,23.2
1892,1974-08-06,23.2
5234,1974-08-06,23.8
5233,1974-08-06,23.8
4600,1974-08-06,23.0
5242,1974-08-06,23.8
4588,1974-08-06,23.0
4587,1974-08-06,23.0
4586,1974-08-06,23.0
5261,1974-08-06,23.8
5259,1974-08-06,23.8
1920,1974-08-06,23.2
1919,1974-08-06,23.2
5256,1974-08-06,23.8
4578,1974-08-06,23.0
5254,1974-08-06,23.8
5253,1974-08-06,23.8
4573,1974-08-06,23.0
5252,1974-08-06,23.8
5249,1974-08-06,23.8
5248,1974-08-06,23.8
5247,1974-08-06,23.8
5287,1974-08-06,24.0
5245,1974-08-06,23.8
4583,1974-08-06,23.0
4584,1974-08-06,23.0
4585,1974-08-06,23.0
1918,1974-08-06,23.2
5290,1974-08-06,24.0
2005,1974-08-06,23.2
2580,1974-08-06,24.5
2096,1974-08-06,23.5
2095,1974-08-06,23.5
2093,1974-08-06,23.5
4547,1974-08-06,23.0
2092,1974-08-06,23.5
2581,1974-08-06,24.5
5271,1974-08-06,23.8
2554,1974-08-06,24.2
4550,1974-08-06,23.0
2556,1974-08-06,24.2
2557,1974-08-06,24.2
2090,1974-08-06,23.5
2089,1974-08-06,23.5
2088,1974-08-06,23.5
2087,1974-08-06,23.5
4554,1974-08-06,23.0
2563,1974-08-06,24.2
2086,1974-08-06,23.5
2565,1974-08-06,24.3
2097,1974-08-06,23.5
2566,1974-08-06,24.3
2099,1974-08-06,23.5
4545,1974-08-06,23.0
2524,1974-08-06,24.0
2525,1974-08-06,24.0
2526,1974-08-06,24.0
2527,1974-08-06,24.0
2528,1974-08-06,24.0
2529,1974-08-06,24.0
2530,1974-08-06,24.0
2531,1974-08-06,24.0
2532,1974-08-06,24.0
2533,1974-08-06,24.0
2534,1974-08-06,24.0
2535,1974-08-06,24.0
2536,1974-08-06,24.0
2537,1974-08-06,24.0
2538,1974-08-06,24.0
2539,1974-08-06,24.0
4542,1974-08-06,23.0
4543,1974-08-06,23.0
4544,1974-08-06,23.0
4546,1974-08-06,23.0
5270,1974-08-06,23.8
2091,1974-08-06,23.5
2570,1974-08-06,24.5
2572,1974-08-06,24.5
2571,1974-08-06,24.5
3780,1974-08-06,22.0
2085,1974-08-06,23.5
2573,1974-08-06,24.5
2569,1974-08-06,24.5
2576,1974-08-06,24.5
2084,1974-08-06,23.5
2078,1974-08-06,23.4
4640,1974-08-07,23.0
4611,1974-08-07,23.0
4641,1974-08-07,23.0
4752,1974-08-07,23.1
4676,1974-08-07,23.0
3946,1974-08-07,22.3
4867,1974-08-07,23.2
4674,1974-08-07,23.0
4824,1974-08-07,23.2
3825,1974-08-07,22.0
4612,1974-08-07,23.0
4438,1974-08-07,22.8
3824,1974-08-07,22.0
4613,1974-08-07,23.0
4798,1974-08-07,23.2
4677,1974-08-07,23.0
4639,1974-08-07,23.0
4796,1974-08-07,23.2
4615,1974-08-07,23.0
4638,1974-08-07,23.0
4616,1974-08-07,23.0
4617,1974-08-07,23.0
4618,1974-08-07,23.0
4859,1974-08-07,23.2
4800,1974-08-07,23.2
4597,1974-08-07,23.0
4598,1974-08-07,23.0
4868,1974-08-07,23.2
4602,1974-08-07,23.0
4889,1974-08-07,23.3
4823,1974-08-07,23.2
4671,1974-08-07,23.0
4403,1974-08-07,22.6
4604,1974-08-07,23.0
4882,1974-08-07,23.2
4881,1974-08-07,23.2
4650,1974-08-07,23.0
4807,1974-08-07,23.2
3921,1974-08-07,22.2
4806,1974-08-07,23.2
4816,1974-08-07,23.2
4606,1974-08-07,23.0
4827,1974-08-07,23.2
4876,1974-08-07,23.2
4875,1974-08-07,23.2
4874,1974-08-07,23.2
4830,1974-08-07,23.2
4831,1974-08-07,23.2
4890,1974-08-07,23.3
3930,1974-08-07,22.3
4673,1974-08-07,23.0
4495,1974-08-07,22.8
4642,1974-08-07,23.0
4609,1974-08-07,23.0
4805,1974-08-07,23.2
4857,1974-08-07,23.2
4636,1974-08-07,23.0
4678,1974-08-07,23.0
4627,1974-08-07,23.0
4483,1974-08-07,22.8
4660,1974-08-07,23.0
4777,1974-08-07,23.2
4776,1974-08-07,23.2
4775,1974-08-07,23.2
4659,1974-08-07,23.0
4510,1974-08-07,22.9
3870,1974-08-07,22.2
4768,1974-08-07,23.1
4624,1974-08-07,23.0
4767,1974-08-07,23.1
4840,1974-08-07,23.2
4766,1974-08-07,23.1
4765,1974-08-07,23.1
4839,1974-08-07,23.2
4762,1974-08-07,23.1
4761,1974-08-07,23.1
4760,1974-08-07,23.1
4749,1974-08-07,23.1
4759,1974-08-07,23.1
4625,1974-08-07,23.0
4655,1974-08-07,23.0
4070,1974-08-07,22.5
4755,1974-08-07,23.1
4754,1974-08-07,23.1
4472,1974-08-07,22.8
4653,1974-08-07,23.0
4637,1974-08-07,23.0
4628,1974-08-07,23.0
4666,1974-08-07,23.0
4656,1974-08-07,23.0
4680,1974-08-07,23.0
4681,1974-08-07,23.0
4635,1974-08-07,23.0
4853,1974-08-07,23.2
4682,1974-08-07,23.0
4541,1974-08-07,23.0
4851,1974-08-07,23.2
4850,1974-08-07,23.2
4634,1974-08-07,23.0
4633,1974-08-07,23.0
4849,1974-08-07,23.2
4632,1974-08-07,23.0
4848,1974-08-07,23.2
4631,1974-08-07,23.0
4683,1974-08-07,23.0
4630,1974-08-07,23.0
4668,1974-08-07,23.0
3651,1974-08-07,22.0
3652,1974-08-07,22.0
4621,1974-08-07,23.0
3653,1974-08-07,22.0
3823,1974-08-07,22.0
3822,1974-08-07,22.0
4837,1974-08-07,23.2
4629,1974-08-07,23.0
4667,1974-08-07,23.0
4744,1974-08-07,23000.0
4601,1974-08-07,23.0
2405,1974-08-07,23.8
2239,1974-08-07,23.5
2373,1974-08-07,23.7
2371,1974-08-07,23.6
2350,1974-08-07,23.6
2347,1974-08-07,23.5
2346,1974-08-07,23.5
2343,1974-08-07,23.5
2341,1974-08-07,23.5
2340,1974-08-07,23.5
2336,1974-08-07,23.5
2332,1974-08-07,23.5
2329,1974-08-07,23.5
2328,1974-08-07,23.5
2326,1974-08-07,23.5
2323,1974-08-07,23.5
2322,1974-08-07,23.5
2321,1974-08-07,23.5
2320,1974-08-07,23.5
