,date,value
2319,1974-08-07,23.5
2316,1974-08-07,23.5
2313,1974-08-07,23.5
2312,1974-08-07,23.5
2311,1974-08-07,23.5
2310,1974-08-07,23.5
2309,1974-08-07,23.5
2308,1974-08-07,23.5
2307,1974-08-07,23.5
2306,1974-08-07,23.5
2374,1974-08-07,23.7
2375,1974-08-07,23.7
2377,1974-08-07,23.7
2379,1974-08-07,23.8
2435,1974-08-07,23.9
2431,1974-08-07,23.8
2425,1974-08-07,23.8
2424,1974-08-07,23.8
2420,1974-08-07,23.8
2419,1974-08-07,23.8
2418,1974-08-07,23.8
2416,1974-08-07,23.8
2414,1974-08-07,23.8
2413,1974-08-07,23.8
2412,1974-08-07,23.8
2411,1974-08-07,23.8
2410,1974-08-07,23.8
2305,1974-08-07,23.5
2408,1974-08-07,23.8
2406,1974-08-07,23.8
4809,1974-08-07,23.2
2404,1974-08-07,23.8
2403,1974-08-07,23.8
2402,1974-08-07,23.8
2401,1974-08-07,23.8
2400,1974-08-07,23.8
2398,1974-08-07,23.8
2397,1974-08-07,23.8
2395,1974-08-07,23.8
2391,1974-08-07,23.8
2388,1974-08-07,23.8
2382,1974-08-07,23.8
2407,1974-08-07,23.8
2304,1974-08-07,23.5
2303,1974-08-07,23.5
2302,1974-08-07,23.5
2267,1974-08-07,23.5
2266,1974-08-07,23.5
2265,1974-08-07,23.5
2264,1974-08-07,23.5
2263,1974-08-07,23.5
2262,1974-08-07,23.5
2261,1974-08-07,23.5
2260,1974-08-07,23.5
2259,1974-08-07,23.5
2257,1974-08-07,23.5
2256,1974-08-07,23.5
2255,1974-08-07,23.5
2254,1974-08-07,23.5
2268,1974-08-07,23.5
2252,1974-08-07,23.5
2250,1974-08-07,23.5
2249,1974-08-07,23.5
2247,1974-08-07,23.5
2246,1974-08-07,23.5
2245,1974-08-07,23.5
2244,1974-08-07,23.5
2243,1974-08-07,23.5
2242,1974-08-07,23.5
2241,1974-08-07,23.5
2240,1974-08-07,23.5
2238,1974-08-07,23.5
2237,1974-08-07,23.5
2236,1974-08-07,23.5
2251,1974-08-07,23.5
2437,1974-08-07,23.9
2269,1974-08-07,23.5
2272,1974-08-07,23.5
2301,1974-08-07,23.5
2300,1974-08-07,23.5
2298,1974-08-07,23.5
2297,1974-08-07,23.5
2296,1974-08-07,23.5
2295,1974-08-07,23.5
2294,1974-08-07,23.5
2293,1974-08-07,23.5
2292,1974-08-07,23.5
2291,1974-08-07,23.5
2290,1974-08-07,23.5
2289,1974-08-07,23.5
2288,1974-08-07,23.5
2271,1974-08-07,23.5
2287,1974-08-07,23.5
2285,1974-08-07,23.5
2284,1974-08-07,23.5
2283,1974-08-07,23.5
2282,1974-08-07,23.5
2281,1974-08-07,23.5
2280,1974-08-07,23.5
2279,1974-08-07,23.5
2278,1974-08-07,23.5
2277,1974-08-07,23.5
2276,1974-08-07,23.5
2275,1974-08-07,23.5
2274,1974-08-07,23.5
2273,1974-08-07,23.5
2286,1974-08-07,23.5
2438,1974-08-07,23.9
2439,1974-08-07,23.9
2440,1974-08-07,23.9
5209,1974-08-07,23.7
5210,1974-08-07,23.7
5211,1974-08-07,23.7
5212,1974-08-07,23.7
5214,1974-08-07,23.8
5216,1974-08-07,23.8
5218,1974-08-07,23.8
5222,1974-08-07,23.8
5226,1974-08-07,23.8
5230,1974-08-07,23.8
5232,1974-08-07,23.8
5237,1974-08-07,23.8
5241,1974-08-07,23.8
5207,1974-08-07,23.8
5243,1974-08-07,23.8
5251,1974-08-07,23.8
5255,1974-08-07,23.8
5257,1974-08-07,23.8
5258,1974-08-07,23.8
5260,1974-08-07,23.8
5262,1974-08-07,23.8
5263,1974-08-07,23.8
5264,1974-08-07,23.8
5266,1974-08-07,23.8
5268,1974-08-07,23.8
2611,1974-08-07,25.5
2605,1974-08-07,25.0
2604,1974-08-07,25.0
5246,1974-08-07,23.8
2603,1974-08-07,25.0
5206,1974-08-07,23.7
5185,1974-08-07,23.6
5143,1974-08-07,23.5
5144,1974-08-07,23.5
5145,1974-08-07,23.5
5146,1974-08-07,23.5
5147,1974-08-07,23.5
5148,1974-08-07,23.5
5149,1974-08-07,23.5
5150,1974-08-07,23.5
5151,1974-08-07,23.5
5152,1974-08-07,23.5
5153,1974-08-07,23.5
5154,1974-08-07,23.5
5155,1974-08-07,23.5
5192,1974-08-07,23.6
5156,1974-08-07,23.5
5158,1974-08-07,23.5
5159,1974-08-07,23.5
5160,1974-08-07,23.5
5162,1974-08-07,23.5
5164,1974-08-07,23.5
5165,1974-08-07,23.5
5166,1974-08-07,23.5
5167,1974-08-07,23.5
5169,1974-08-07,23.5
5174,1974-08-07,23.5
5178,1974-08-07,23.5
5179,1974-08-07,23.5
5184,1974-08-07,23.6
5157,1974-08-07,23.5
2235,1974-08-07,23.5
2602,1974-08-07,25.0
2600,1974-08-07,25.0
2499,1974-08-07,24.0
2498,1974-08-07,24.0
2497,1974-08-07,24.0
2496,1974-08-07,24.0
2495,1974-08-07,24.0
2494,1974-08-07,24.0
2493,1974-08-07,24.0
2492,1974-08-07,24.0
2491,1974-08-07,24.0
2490,1974-08-07,24.0
2477,1974-08-07,24.0
2476,1974-08-07,24.0
2475,1974-08-07,24.0
2500,1974-08-07,24.0
2474,1974-08-07,24.0
2461,1974-08-07,24.0
2460,1974-08-07,24.0
2459,1974-08-07,24.0
2458,1974-08-07,24.0
2457,1974-08-07,24.0
2456,1974-08-07,24.0
2455,1974-08-07,24.0
2446,1974-08-07,24.0
2445,1974-08-07,24.0
2444,1974-08-07,24.0
2443,1974-08-07,24.0
2442,1974-08-07,24.0
2441,1974-08-07,24.0
2473,1974-08-07,24.0
2601,1974-08-07,25.0
2501,1974-08-07,24.0
2541,1974-08-07,24.0
2599,1974-08-07,25.0
2598,1974-08-07,25.0
2596,1974-08-07,25.0
2594,1974-08-07,25.0
2591,1974-08-07,24.8
5269,1974-08-07,23.8
2583,1974-08-07,24.5
2582,1974-08-07,24.5
2579,1974-08-07,24.5
2578,1974-08-07,24.5
2577,1974-08-07,24.5
2575,1974-08-07,24.5
2574,1974-08-07,24.5
2540,1974-08-07,24.0
2568,1974-08-07,24.5
2560,1974-08-07,24.2
2555,1974-08-07,24.2
2552,1974-08-07,24.0
2551,1974-08-07,24.0
2550,1974-08-07,24.0
2549,1974-08-07,24.0
2548,1974-08-07,24.0
2547,1974-08-07,24.0
2546,1974-08-07,24.0
2545,1974-08-07,24.0
2544,1974-08-07,24.0
2543,1974-08-07,24.0
2542,1974-08-07,24.0
2562,1974-08-07,24.2
2234,1974-08-07,23.5
2233,1974-08-07,23.5
2232,1974-08-07,23.5
1761,1974-08-07,23.0
1759,1974-08-07,23.0
1757,1974-08-07,23.0
1756,1974-08-07,23.0
1754,1974-08-07,23.0
1751,1974-08-07,23.0
1749,1974-08-07,23.0
1748,1974-08-07,23.0
1742,1974-08-07,23.0
1741,1974-08-07,23.0
1724,1974-08-07,23.0
1696,1974-08-07,23.0
1649,1974-08-07,23.0
1762,1974-08-07,23.0
1630,1974-08-07,23.0
1549,1974-08-07,22.8
1230,1974-08-07,22.5
1227,1974-08-07,22.5
1221,1974-08-07,22.5
5276,1974-08-07,23.9
5277,1974-08-07,23.9
5278,1974-08-07,23.9
1077,1974-08-07,22.2
5281,1974-08-07,24.0
1006,1974-08-07,22.2
5282,1974-08-07,24.0
996,1974-08-07,22.0
992,1974-08-07,22.0
1598,1974-08-07,22.8
991,1974-08-07,22.0
1763,1974-08-07,23.0
1765,1974-08-07,23.0
1812,1974-08-07,23.0
1810,1974-08-07,23.0
1809,1974-08-07,23.0
1808,1974-08-07,23.0
1805,1974-08-07,23.0
1802,1974-08-07,23.0
1801,1974-08-07,23.0
1799,1974-08-07,23.0
1798,1974-08-07,23.0
1797,1974-08-07,23.0
1785,1974-08-07,23.0
1784,1974-08-07,23.0
1783,1974-08-07,23.0
1764,1974-08-07,23.0
1782,1974-08-07,23.0
1780,1974-08-07,23.0
1779,1974-08-07,23.0
1777,1974-08-07,23.0
1776,1974-08-07,23.0
1775,1974-08-07,23.0
1774,1974-08-07,23.0
1773,1974-08-07,23.0
1772,1974-08-07,23.0
1771,1974-08-07,23.0
1770,1974-08-07,23.0
1769,1974-08-07,23.0
1768,1974-08-07,23.0
1766,1974-08-07,23.0
1781,1974-08-07,23.0
1814,1974-08-07,23.0
787,1974-08-07,22.0
766,1974-08-07,21.8
5375,1974-08-07,24.0
5376,1974-08-07,24.0
5377,1974-08-07,24.0
5378,1974-08-07,24.0
5379,1974-08-07,24.0
5380,1974-08-07,24.0
5381,1974-08-07,24.0
5382,1974-08-07,24.0
5383,1974-08-07,24.0
5384,1974-08-07,24.0
5385,1974-08-07,24.0
5386,1974-08-07,24.1
5393,1974-08-07,24.2
5374,1974-08-07,24.0
5394,1974-08-07,24.2
5400,1974-08-07,24.5
5401,1974-08-07,24.5
5402,1974-08-07,24.5
5403,1974-08-07,24.5
5404,1974-08-07,24.5
5408,1974-08-07,24.5
5412,1974-08-07,24.5
5417,1974-08-07,24.8
5422,1974-08-07,25.0
5424,1974-08-07,25.0
5425,1974-08-07,25.0
5426,1974-08-07,25.0
5428,1974-08-07,25.0
5399,1974-08-07,24.5
786,1974-08-07,22.0
5338,1974-08-07,24.0
5336,1974-08-07,24.0
762,1974-08-07,21.8
698,1974-08-07,21.5
5291,1974-08-07,24.0
5292,1974-08-07,24.0
5293,1974-08-07,24.0
5294,1974-08-07,24.0
5295,1974-08-07,24.0
5296,1974-08-07,24.0
5297,1974-08-07,24.0
5303,1974-08-07,24.0
5304,1974-08-07,24.0
5305,1974-08-07,24.0
5306,1974-08-07,24.0
5337,1974-08-07,24.0
5307,1974-08-07,24.0
5323,1974-08-07,24.0
5324,1974-08-07,24.0
5325,1974-08-07,24.0
5326,1974-08-07,24.0
5327,1974-08-07,24.0
5328,1974-08-07,24.0
5329,1974-08-07,24.0
5330,1974-08-07,24.0
5331,1974-08-07,24.0
5332,1974-08-07,24.0
5333,1974-08-07,24.0
5334,1974-08-07,24.0
5335,1974-08-07,24.0
5308,1974-08-07,24.0
5142,1974-08-07,23.5
1816,1974-08-07,23.0
1858,1974-08-07,23.1
2141,1974-08-07,23.5
2140,1974-08-07,23.5
2135,1974-08-07,23.5
2134,1974-08-07,23.5
2132,1974-08-07,23.5
2130,1974-08-07,23.5
2129,1974-08-07,23.5
2128,1974-08-07,23.5
2127,1974-08-07,23.5
2126,1974-08-07,23.5
2125,1974-08-07,23.5
2124,1974-08-07,23.5
2123,1974-08-07,23.5
2142,1974-08-07,23.5
2122,1974-08-07,23.5
2114,1974-08-07,23.5
2113,1974-08-07,23.5
2107,1974-08-07,23.5
2105,1974-08-07,23.5
2104,1974-08-07,23.5
2098,1974-08-07,23.5
2094,1974-08-07,23.5
2082,1974-08-07,23.4
2075,1974-08-07,23.4
2073,1974-08-07,23.4
2071,1974-08-07,23.4
2060,1974-08-07,23.4
2056,1974-08-07,23.4
2121,1974-08-07,23.5
2053,1974-08-07,23.4
2144,1974-08-07,23.5
2146,1974-08-07,23.5
2229,1974-08-07,23.5
2228,1974-08-07,23.5
2225,1974-08-07,23.5
2222,1974-08-07,23.5
2221,1974-08-07,23.5
2218,1974-08-07,23.5
2215,1974-08-07,23.5
2213,1974-08-07,23.5
2211,1974-08-07,23.5
2209,1974-08-07,23.5
2208,1974-08-07,23.5
2204,1974-08-07,23.5
2200,1974-08-07,23.5
2145,1974-08-07,23.5
2194,1974-08-07,23.5
2191,1974-08-07,23.5
2187,1974-08-07,23.5
2182,1974-08-07,23.5
2180,1974-08-07,23.5
2178,1974-08-07,23.5
2174,1974-08-07,23.5
2170,1974-08-07,23.5
2158,1974-08-07,23.5
2156,1974-08-07,23.5
2155,1974-08-07,23.5
2153,1974-08-07,23.5
2151,1974-08-07,23.5
2149,1974-08-07,23.5
2192,1974-08-07,23.5
1817,1974-08-07,23.0
2050,1974-08-07,23.4
2048,1974-08-07,23.3
1944,1974-08-07,23.2
1942,1974-08-07,23.2
1941,1974-08-07,23.2
1940,1974-08-07,23.2
1932,1974-08-07,23.2
1929,1974-08-07,23.2
1928,1974-08-07,23.2
1925,1974-08-07,23.2
1921,1974-08-07,23.2
1916,1974-08-07,23.2
1915,1974-08-07,23.2
1912,1974-08-07,23.2
1908,1974-08-07,23.2
1947,1974-08-07,23.2
1907,1974-08-07,23.2
1888,1974-08-07,23.2
1887,1974-08-07,23.2
1886,1974-08-07,23.2
5272,1974-08-07,23.8
1883,1974-08-07,23.1
1879,1974-08-07,23.1
1878,1974-08-07,23.1
1876,1974-08-07,23.1
1873,1974-08-07,23.1
1871,1974-08-07,23.1
1869,1974-08-07,23.1
1865,1974-08-07,23.1
1864,1974-08-07,23.1
1903,1974-08-07,23.2
2049,1974-08-07,23.4
1952,1974-08-07,23.2
1954,1974-08-07,23.2
2047,1974-08-07,23.3
2043,1974-08-07,23.3
2042,1974-08-07,23.3
2041,1974-08-07,23.3
2039,1974-08-07,23.3
2035,1974-08-07,23.3
2034,1974-08-07,23.3
2032,1974-08-07,23.3
2029,1974-08-07,23.3
2028,1974-08-07,23.3
2027,1974-08-07,23.3
2024,1974-08-07,23.3
2020,1974-08-07,23.3
1953,1974-08-07,23.2
2019,1974-08-07,23.3
2012,1974-08-07,23.2
2008,1974-08-07,23.2
2007,1974-08-07,23.2
2003,1974-08-07,23.2
1999,1974-08-07,23.2
1997,1974-08-07,23.2
1994,1974-08-07,23.2
1990,1974-08-07,23.2
1984,1974-08-07,23.2
1981,1974-08-07,23.2
1975,1974-08-07,23.2
1971,1974-08-07,23.2
1958,1974-08-07,23.2
2014,1974-08-07,23.2
5141,1974-08-07,23.5
2258,1974-08-07,23.5
4895,1974-08-07,23.3
5098,1974-08-07,23.5
5083,1974-08-07,23.5
5099,1974-08-07,23.5
5100,1974-08-07,23.5
5101,1974-08-07,23.5
4975,1974-08-07,23.5
4978,1974-08-07,23.5
4933,1974-08-07,23.4
4980,1974-08-07,23.5
5082,1974-08-07,23.5
4909,1974-08-07,23.3
5103,1974-08-07,23.5
4986,1974-08-07,23.5
5076,1974-08-07,23.5
5105,1974-08-07,23.5
4988,1974-08-07,23.5
4989,1974-08-07,23.5
4990,1974-08-07,23.5
4907,1974-08-07,23.3
5072,1974-08-07,23.5
5071,1974-08-07,23.5
5070,1974-08-07,23.5
5068,1974-08-07,23.5
4992,1974-08-07,23.5
5106,1974-08-07,23.5
4993,1974-08-07,23.5
5067,1974-08-07,23.5
5042,1974-08-07,23.5
5066,1974-08-07,23.5
4974,1974-08-07,23.5
4934,1974-08-07,23.4
5088,1974-08-07,23.5
5089,1974-08-07,23.5
4962,1974-08-07,23.5
5090,1974-08-07,23.5
5091,1974-08-07,23.5
5092,1974-08-07,23.5
5093,1974-08-07,23.5
5094,1974-08-07,23.5
4961,1974-08-07,23.5
4956,1974-08-07,23.5
4954,1974-08-07,23.5
4967,1974-08-07,23.5
4968,1974-08-07,23.5
5086,1974-08-07,23.5
5095,1974-08-07,23.5
4950,1974-08-07,23.5
4948,1974-08-07,23.5
4945,1974-08-07,23.5
4941,1974-08-07,23.5
4939,1974-08-07,23.5
4938,1974-08-07,23.5
4935,1974-08-07,23.4
5096,1974-08-07,23.5
4969,1974-08-07,23.5
4970,1974-08-07,23.5
4972,1974-08-07,23.5
4973,1974-08-07,23.5
5097,1974-08-07,23.5
4966,1974-08-07,23.5
5107,1974-08-07,23.5
5063,1974-08-07,23.5
5122,1974-08-07,23.5
5123,1974-08-07,23.5
5124,1974-08-07,23.5
5125,1974-08-07,23.5
5010,1974-08-07,23.5
5126,1974-08-07,23.5
5127,1974-08-07,23.5
5128,1974-08-07,23.5
5129,1974-08-07,23.5
4904,1974-08-07,23.3
5130,1974-08-07,23.5
5020,1974-08-07,23.5
5132,1974-08-07,23.5
5133,1974-08-07,23.5
5135,1974-08-07,23.5
5136,1974-08-07,23.5
5137,1974-08-07,23.5
5021,1974-08-07,23.5
5026,1974-08-07,23.5
4902,1974-08-07,23.3
5138,1974-08-07,23.5
4900,1974-08-07,23.3
4898,1974-08-07,23.3
5139,1974-08-07,23.5
5140,1974-08-07,23.5
5044,1974-08-07,23.5
4896,1974-08-07,23.3
5009,1974-08-07,23.5
4996,1974-08-07,23.5
5121,1974-08-07,23.5
5008,1974-08-07,23.5
5062,1974-08-07,23.5
4998,1974-08-07,23.5
4906,1974-08-07,23.3
5001,1974-08-07,23.5
5108,1974-08-07,23.5
5109,1974-08-07,23.5
5110,1974-08-07,23.5
5111,1974-08-07,23.5
4905,1974-08-07,23.3
5112,1974-08-07,23.5
5113,1974-08-07,23.5
5002,1974-08-07,23.5
5114,1974-08-07,23.5
4919,1974-08-07,23.4
4892,1974-08-07,23.3
5117,1974-08-07,23.5
5120,1974-08-07,23.5
5055,1974-08-07,23.5
5119,1974-08-07,23.5
5005,1974-08-07,23.5
5056,1974-08-07,23.5
5087,1974-08-07,23.5
5115,1974-08-07,23.5
5058,1974-08-07,23.5
5059,1974-08-07,23.5
5007,1974-08-07,23.5
5116,1974-08-07,23.5
503,1974-09-09,19.9
3309,1974-09-10,19.0
641,1974-09-10,21.0
537,1974-09-10,20.2
3305,1974-09-11,19.0
3325,1974-09-17,19.2
3380,1974-09-17,20.0
378,1974-09-17,18.1
379,1974-09-17,18.1
382,1974-09-17,18.2
385,1974-09-17,18.2
389,1974-09-17,18.2
394,1974-09-17,18.2
395,1974-09-17,18.2
399,1974-09-17,18.3
401,1974-09-17,18.4
405,1974-09-17,18.5
505,1974-09-17,19.9
374,1974-09-17,18.1
406,1974-09-17,18.5
466,1974-09-17,19.2
442,1974-09-17,19.0
441,1974-09-17,19.0
440,1974-09-17,19.0
439,1974-09-17,19.0
438,1974-09-17,19.0
437,1974-09-17,19.0
436,1974-09-17,19.0
424,1974-09-17,18.8
423,1974-09-17,18.8
420,1974-09-17,18.8
490,1974-09-17,19.7
373,1974-09-17,18.1
3205,1974-09-17,18.0
346,1974-09-17,18.0
3339,1974-09-17,19.4
3308,1974-09-17,19.0
3307,1974-09-17,19.0
3306,1974-09-17,19.0
3300,1974-09-17,18.9
3296,1974-09-17,18.8
3294,1974-09-17,18.8
3293,1974-09-17,18.8
3292,1974-09-17,18.8
3277,1974-09-17,18.6
3269,1974-09-17,18.4
3265,1974-09-17,18.3
3254,1974-09-17,18.2
3253,1974-09-17,18.2
3212,1974-09-17,18.0
3211,1974-09-17,18.0
333,1974-09-17,18.0
3210,1974-09-17,18.0
338,1974-09-17,18.0
339,1974-09-17,18.0
340,1974-09-17,18.0
341,1974-09-17,18.0
342,1974-09-17,18.0
343,1974-09-17,18.0
345,1974-09-17,18.0
3381,1974-09-17,20.0
3295,1974-09-17,18.8
415,1974-09-17,18.6
3244,1974-09-18,18.1
3216,1974-09-18,18.0
3215,1974-09-18,18.0
3214,1974-09-18,18.0
3213,1974-09-18,18.0
344,1974-09-18,18.0
3178,1974-09-18,17.8
3209,1974-09-18,18.0
347,1974-09-18,18.0
348,1974-09-18,18.0
349,1974-09-18,18.0
350,1974-09-18,18.0
3217,1974-09-18,18.0
351,1974-09-18,18.0
353,1974-09-18,18.0
354,1974-09-18,18.0
372,1974-09-18,18.1
3189,1974-09-18,17.9
3188,1974-09-18,17.9
386,1974-09-18,18.2
3186,1974-09-18,17.9
390,1974-09-18,18.2
3185,1974-09-18,17.9
391,1974-09-18,18.2
392,1974-09-18,18.2
352,1974-09-18,18.0
294,1974-09-18,17.8
3218,1974-09-18,18.0
3219,1974-09-18,18.0
314,1974-09-18,17.9
313,1974-09-18,17.9
312,1974-09-18,17.9
310,1974-09-18,17.9
309,1974-09-18,17.9
308,1974-09-18,17.9
307,1974-09-18,17.9
306,1974-09-18,17.9
305,1974-09-18,17.9
304,1974-09-18,17.9
303,1974-09-18,17.8
302,1974-09-18,17.8
300,1974-09-18,17.8
297,1974-09-18,17.8
296,1974-09-18,17.8
3251,1974-09-18,18.2
3249,1974-09-18,18.1
3243,1974-09-18,18.1
3242,1974-09-18,18.1
3225,1974-09-18,18.0
3224,1974-09-18,18.0
3223,1974-09-18,18.0
3222,1974-09-18,18.0
3221,1974-09-18,18.0
3220,1974-09-18,18.0
3184,1974-09-18,17.9
3183,1974-09-18,17.8
355,1974-09-18,18.0
3179,1974-09-18,17.8
3180,1974-09-18,17.8
3245,1974-09-19,18.1
377,1974-09-19,18.1
323,1974-09-19,18.0
412,1974-09-19,18.5
3206,1974-09-19,18.0
3262,1974-09-19,18.3
3190,1974-09-19,17.9
322,1974-09-19,18.0
3261,1974-09-19,18.3
3207,1974-09-19,18.0
3208,1974-09-19,18.0
324,1974-09-19,18.0
3199,1974-09-19,18.0
376,1974-09-19,18.1
375,1974-09-19,18.1
3204,1974-09-19,18.0
3203,1974-09-19,18.0
3202,1974-09-19,18.0
3264,1974-09-19,18.3
3201,1974-09-19,18.0
3192,1974-09-19,18.0
3263,1974-09-19,18.3
3193,1974-09-19,18.0
3194,1974-09-19,18.0
3195,1974-09-19,18.0
3196,1974-09-19,18.0
316,1974-09-19,18.0
3197,1974-09-19,18.0
3198,1974-09-19,18.0
325,1974-09-19,18.0
326,1974-09-19,18.0
3200,1974-09-19,18.0
327,1974-09-19,18.0
329,1974-09-19,18.0
400,1974-09-19,18.3
319,1974-09-19,18.0
421,1974-09-19,18.8
3290,1974-09-19,18.8
387,1974-09-19,18.2
398,1974-09-19,18.3
331,1974-09-19,18.0
397,1974-09-19,18.3
3273,1974-09-19,18.5
330,1974-09-19,18.0
318,1974-09-19,18.0
320,1974-09-19,18.0
317,1974-09-19,18.0
3268,1974-09-19,18.4
3246,1974-09-19,18.1
328,1974-09-19,18.0
334,1974-09-19,18.0
335,1974-09-19,18.0
321,1974-09-19,18.0
336,1974-09-19,18.0
337,1974-09-19,18.0
388,1974-09-19,18.2
332,1974-09-19,18.0
3283,1974-09-19,18.7
2966,1974-10-25,12.5
33,1974-11-15,11.0
2828,1974-11-27,9.1
2656,1974-12-31,5.5
5517,1975-02-07,5.9
5622,1975-03-07,8.2
2778,1975-03-25,8.1
5638,1975-03-25,8.5
2921,1975-04-18,11.5
2929,1975-05-20,11.7
3007,1975-06-09,13.5
408,1975-07-07,18.5
526,1975-08-14,20.1
171,1975-09-03,14.0
170,1975-09-03,14.0
252,1975-09-29,16.0
215,1975-10-01,14.8
3177,1975-10-01,17.8
255,1975-10-01,16.0
185,1975-10-02,14.2
2919,1975-10-21,11.4
15,1975-10-29,10.5
2913,1975-10-29,11.3
2883,1975-10-29,10.5
2875,1975-10-29,10.4
2855,1975-11-03,9.8
5591,1975-11-24,7.5
2871,1975-12-03,10.2
14,1975-12-03,10.5
2945,1975-12-15,12.0
2902,1975-12-16,11.0
2923,1975-12-16,11.5
2946,1975-12-16,12.0
2705,1975-12-18,6.5
2822,1976-01-16,9.0
2862,1976-01-16,10.0
5489,1976-02-02,5.5
5518,1976-02-27,5.9
103,1976-03-16,12.8
2947,1976-03-17,12.0
88,1976-03-17,12.5
36,1976-03-17,11.0
5660,1976-03-22,9.0
5657,1976-04-02,8.8
2898,1976-04-23,11.0
2843,1976-04-23,9.5
2908,1976-04-30,11.3
2992,1976-05-24,13.2
2924,1976-06-07,11.5
70,1976-06-08,12.0
71,1976-06-08,12.0
3054,1976-06-08,14.0
3320,1976-07-06,19.2
678,1976-07-30,21.3
3343,1976-08-26,19.5
273,1976-09-22,16.9
60,1976-10-26,11.7
2660,1976-12-06,5.6
5563,1976-12-16,7.0
2723,1976-12-16,7.0
5464,1977-01-07,4.0
5463,1977-01-31,4.0
5663,1977-02-20,9.0
2881,1977-02-20,10.5
2727,1977-03-07,7.1
5661,1977-03-25,9.0
192,1977-05-03,14.3
122,1977-05-27,13.2
3471,1977-07-07,21.0
1003,1977-07-29,22.1
418,1977-08-29,18.7
89,1977-09-20,12.5
3070,1977-10-07,14.3
3,1977-11-04,10.1
2821,1977-11-29,9.0
5515,1977-12-30,5.8
2695,1978-01-27,6.3
2675,1978-02-15,5.8
2900,1978-03-22,11.0
2899,1978-04-20,11.0
2928,1978-05-18,11.7
67,1978-06-06,12.0
3275,1978-06-06,18.5
3276,1978-06-06,18.5
3241,1978-06-06,18.0
3274,1978-06-06,18.5
512,1978-06-06,20.0
3285,1978-06-06,18.8
3286,1978-06-06,18.8
414,1978-06-06,18.5
3288,1978-06-06,18.8
511,1978-06-06,20.0
419,1978-06-06,18.7
3289,1978-06-06,18.8
510,1978-06-06,20.0
3291,1978-06-06,18.8
410,1978-06-06,18.5
3299,1978-06-06,18.9
3280,1978-06-06,18.7
3282,1978-06-06,18.7
471,1978-06-06,19.3
475,1978-06-06,19.4
433,1978-06-06,19.0
431,1978-06-06,19.0
413,1978-06-06,18.5
434,1978-06-06,19.0
435,1978-06-06,19.0
430,1978-06-06,19.0
446,1978-06-06,19.0
451,1978-06-06,19.1
3256,1978-06-06,18.2
409,1978-06-06,18.5
396,1978-06-06,18.3
3259,1978-06-06,18.2
452,1978-06-06,19.1
456,1978-06-06,19.2
457,1978-06-06,19.2
411,1978-06-06,18.5
761,1978-06-06,21.8
371,1978-06-06,18.0
384,1978-06-06,18.2
428,1978-06-06,19.0
432,1978-06-06,19.0
472,1978-06-06,19.3
429,1978-06-06,19.0
3301,1978-06-06,19.0
34,1978-06-06,11.0
3344,1978-06-06,19.5
2940,1978-06-06,12.0
3315,1978-06-06,19.2
3498,1978-06-06,21.0
290,1978-06-06,17.5
274,1978-06-06,17.0
3313,1978-06-06,19.1
3497,1978-06-06,21.0
3302,1978-06-06,19.0
3304,1978-06-06,19.0
295,1978-06-06,17.8
2920,1978-06-06,11.5
3348,1978-06-06,19.7
3359,1978-06-06,19.8
3239,1978-06-22,18.0
3232,1978-06-22,18.0
3233,1978-06-22,18.0
3234,1978-06-22,18.0
3235,1978-06-22,18.0
3248,1978-06-22,18.1
3247,1978-06-22,18.1
3231,1978-06-22,18.0
3236,1978-06-22,18.0
3237,1978-06-22,18.0
3238,1978-06-22,18.0
3240,1978-06-22,18.0
3230,1978-06-22,18.0
359,1978-06-22,18.0
3228,1978-06-22,18.0
362,1978-06-22,18.0
365,1978-06-22,18.0
361,1978-06-22,18.0
360,1978-06-22,18.0
366,1978-06-22,18.0
367,1978-06-22,18.0
358,1978-06-22,18.0
357,1978-06-22,18.0
368,1978-06-22,18.0
369,1978-06-22,18.0
370,1978-06-22,18.0
380,1978-06-22,18.1
383,1978-06-22,18.2
393,1978-06-22,18.2
3227,1978-06-22,18.0
3229,1978-06-22,18.0
364,1978-06-22,18.0
363,1978-06-22,18.0
3500,1978-07-14,21.0
541,1978-08-21,20.4
201,1978-09-19,14.5
235,1978-10-13,15.3
2783,1978-11-13,8.2
2677,1978-12-11,5.8
5459,1979-01-19,3.6
5553,1979-02-12,6.9
2794,1979-03-07,8.5
2834,1979-04-02,9.2
27,1979-05-08,10.8
450,1979-06-12,19.1
4289,1979-07-23,22.5
569,1979-08-20,20.7
427,1979-09-17,18.9
79,1979-10-24,12.1
18,1979-11-09,10.6
5576,1980-01-16,7.2
5514,1980-02-07,5.8
2814,1980-04-09,8.8
233,1980-05-22,15.2
186,1980-06-02,14.2
3336,1980-07-14,19.3
679,1980-08-15,21.3
3138,1980-09-22,16.3
3154,1980-10-08,17.0
2943,1980-11-04,12.0
2681,1980-12-08,6.0
5564,1981-01-06,7.0
2657,1981-02-13,5.5
5662,1981-03-04,9.0
2884,1981-04-08,10.5
116,1981-05-08,13.0
261,1981-06-02,16.5
604,1981-07-24,21.0
5320,1981-08-13,24.0
3272,1981-09-23,18.5
66,1981-10-16,12.0
2634,1982-02-09,4.0
5592,1982-03-04,7.5
225,1982-05-27,15.0
443,1982-06-17,19.0
625,1982-06-17,21.0
3170,1982-06-17,17.5
275,1982-06-17,17.0
508,1982-06-17,20.0
