date,value
7/5/00,12.1
11/5/12,12.1
11/5/14,12.1
4/16/85,12.1
9/29/82,12.1
9/29/82,12.1
10/3/89,12.1
9/4/08,12.2
10/29/94,12.2
9/29/82,12.2
8/16/00,12.3
4/19/99,12.3
5/20/08,12.4
10/9/02,12.4
10/23/95,12.5
10/25/74,12.5
4/8/96,12.5
11/7/06,12.5
5/14/01,12.5
8/21/02,12.6
6/5/02,12.6
10/19/05,12.6
11/5/87,12.7
10/8/03,12.7
9/13/06,12.7
10/13/04,12.8
7/26/01,12.8
9/21/98,12.9
6/24/09,12.9
8/26/91,12.9
10/22/12,12.9
6/30/99,13
6/20/07,13
10/23/18,13.1
9/6/07,13.1
6/22/05,13.1
7/11/01,13.1
8/24/05,13.1
5/19/03,13.2
9/16/82,13.2
10/24/06,13.2
5/24/76,13.2
9/26/01,13.2
6/16/99,13.2
5/23/01,13.3
9/26/02,13.3
6/28/93,13.3
9/15/04,13.4
5/24/99,13.4
10/16/07,13.5
8/12/99,13.5
10/19/83,13.5
9/16/82,13.5
9/16/82,13.5
10/13/82,13.5
9/16/82,13.5
6/9/75,13.5
11/4/15,13.6
10/19/10,13.6
8/2/06,13.6
10/20/09,13.6
7/13/98,13.6
10/19/92,13.6
9/11/02,13.6
4/16/98,13.6
10/18/99,13.6
4/1/98,13.6
4/16/98,13.6
10/13/82,13.7
5/31/89,13.7
10/7/97,13.7
9/9/91,13.7
8/8/01,13.7
9/10/09,13.7
7/19/06,13.7
10/13/82,13.8
10/13/82,13.8
1/27/98,13.8
1/27/98,13.8
9/29/82,13.8
10/21/97,13.8
9/29/82,13.8
8/10/05,13.8
9/8/98,13.8
6/24/98,13.8
6/24/98,13.8
4/15/98,13.9
4/15/98,13.9
10/17/97,13.9
5/3/16,13.9
4/26/16,13.9
9/30/91,13.9
9/10/96,13.9
8/22/01,13.9
9/12/01,13.9
10/5/89,14
10/13/82,14
10/14/82,14
4/6/98,14
4/6/98,14
4/6/98,14
1/26/98,14
5/18/92,14
6/8/76,14
10/9/97,14.1
10/10/97,14.1
1/28/98,14.1
1/28/98,14.1
6/8/92,14.1
7/15/91,14.2
7/21/04,14.2
9/10/96,14.2
10/13/82,14.2
10/8/97,14.2
7/26/95,14.2
5/7/19,14.2
6/17/08,14.3
5/19/09,14.3
9/10/96,14.3
10/7/77,14.3
4/7/98,14.3
10/12/82,14.3
8/8/07,14.4
6/17/97,14.4
8/19/97,14.4
10/12/82,14.4
4/8/98,14.4
4/8/98,14.4
10/26/92,14.4
7/25/95,14.5
7/21/95,14.5
7/19/95,14.5
8/24/92,14.5
5/4/92,14.6
4/20/98,14.7
4/21/98,14.7
4/21/98,14.7
8/5/97,14.8
10/22/03,14.8
6/23/98,14.8
9/17/08,14.8
8/25/99,14.8
10/22/14,14.9
9/26/84,14.9
6/3/02,14.9
7/24/95,14.9
7/29/04,14.9
9/6/89,15
6/7/05,15
9/16/82,15
10/16/97,15
1/22/98,15
10/5/89,15.1
8/12/91,15.1
5/21/14,15.1
5/8/18,15.1
5/23/17,15.2
6/21/99,15.2
9/16/82,15.2
5/14/01,15.2
10/6/97,15.2
8/11/04,15.2
5/18/10,15.3
6/21/95,15.4
5/25/04,15.4
7/27/05,15.4
8/20/08,15.4
10/5/89,15.5
10/20/97,15.5
10/20/97,15.5
10/12/82,15.6
8/19/09,15.6
10/23/97,15.7
10/28/03,15.7
10/13/82,15.8
8/31/92,15.8
7/1/91,15.8
7/22/91,15.8
5/22/18,15.9
4/9/98,15.9
4/9/98,15.9
7/8/91,16
5/27/93,16.1
10/8/93,16.1
9/10/96,16.1
5/18/15,16.1
10/24/97,16.3
9/22/80,16.3
8/5/91,16.3
7/13/92,16.3
10/13/82,16.5
6/17/82,16.5
9/25/13,16.6
6/18/14,16.6
5/23/94,16.6
5/10/94,16.6
5/29/03,16.6
4/23/98,16.6
5/14/97,16.6
6/1/16,16.7
7/11/07,16.7
7/6/92,16.7
6/21/17,16.9
10/8/80,17
10/12/82,17
10/12/82,17
8/3/92,17
6/22/82,17.1
6/22/82,17.1
6/22/82,17.2
6/22/82,17.2
1/30/98,17.2
1/30/98,17.2
9/20/11,17.2
6/19/12,17.3
6/10/98,17.3
6/22/82,17.3
7/27/98,17.4
10/12/82,17.4
6/17/82,17.5
6/7/96,17.5
9/26/95,17.5
6/14/94,17.5
9/5/89,17.5
7/6/10,17.6
7/5/11,17.7
10/1/75,17.8
9/18/74,17.8
9/18/74,17.8
9/18/74,17.8
6/22/82,17.8
6/17/94,17.8
9/18/74,17.8
9/18/74,17.9
9/18/74,17.9
9/18/74,17.9
6/23/93,17.9
9/18/74,17.9
9/18/74,17.9
9/19/74,17.9
6/22/82,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/17/74,18
9/19/74,18
9/19/74,18
9/19/74,18
9/18/74,18
9/17/74,18
9/17/74,18
9/17/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
9/18/74,18
6/22/82,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/22/78,18
6/6/78,18
9/18/74,18.1
9/18/74,18.1
9/18/74,18.1
9/19/74,18.1
9/19/74,18.1
6/22/78,18.1
6/22/78,18.1
9/18/74,18.1
6/11/19,18.1
9/18/74,18.2
9/16/82,18.2
9/17/74,18.2
9/17/74,18.2
10/12/82,18.2
6/6/78,18.2
9/20/90,18.2
6/17/02,18.2
6/6/78,18.2
6/19/07,18.2
9/19/74,18.3
9/19/74,18.3
9/19/74,18.3
9/19/74,18.3
9/17/74,18.3
9/16/82,18.3
9/14/87,18.3
9/19/74,18.4
9/17/74,18.4
6/22/82,18.5
9/6/89,18.5
9/23/81,18.5
9/19/74,18.5
6/6/78,18.5
6/6/78,18.5
6/6/78,18.5
9/17/74,18.6
9/7/10,18.6
7/7/82,18.7
6/6/78,18.7
9/1/93,18.7
6/6/78,18.7
9/19/74,18.7
9/16/08,18.7
6/6/78,18.8
6/6/78,18.8
6/22/82,18.8
6/6/78,18.8
6/6/78,18.8
9/19/74,18.8
6/6/78,18.8
9/17/74,18.8
9/17/74,18.8
9/17/74,18.8
9/17/74,18.8
9/17/74,18.8
7/8/08,18.9
6/11/03,18.9
6/6/78,18.9
9/17/74,18.9
6/6/78,19
6/6/78,19
9/16/82,19
6/6/78,19
9/11/74,19
9/17/74,19
9/17/74,19
9/17/74,19
9/10/74,19
9/24/82,19
7/7/82,19
9/3/82,19
6/6/78,19.1
6/24/97,19.1
6/6/78,19.2
7/7/82,19.2
7/7/82,19.2
9/14/04,19.2
7/7/82,19.2
7/6/76,19.2
7/7/82,19.2
7/7/82,19.2
7/7/82,19.2
7/7/82,19.2
9/17/74,19.2
9/13/94,19.3
9/13/94,19.3
9/13/94,19.3
9/13/94,19.3
10/12/82,19.3
9/13/94,19.3
9/13/94,19.3
9/13/94,19.3
9/13/94,19.3
9/13/94,19.3
7/14/80,19.3
9/13/94,19.3
6/12/13,19.4
9/17/74,19.4
9/13/94,19.4
7/29/82,19.5
9/16/82,19.5
8/26/76,19.5
6/6/78,19.5
6/22/92,19.5
7/29/82,19.6
7/13/88,19.6
6/6/78,19.7
7/15/82,19.7
7/15/82,19.7
9/13/94,19.7
9/14/16,19.8
9/4/12,19.8
7/21/82,19.8
7/29/82,19.8
8/5/82,19.8
6/22/82,19.8
7/29/82,19.8
6/6/78,19.8
8/5/82,19.8
6/29/82,19.8
7/29/82,19.8
7/15/82,19.8
7/15/82,19.8
8/13/82,19.8
7/15/82,19.9
7/15/82,19.9
7/15/82,19.9
7/15/82,19.9
7/15/82,19.9
8/5/82,19.9
7/15/82,19.9
11/24/82,2
10/12/82,20
7/21/82,20
7/21/82,20
7/29/82,20
7/7/82,20
7/7/82,20
9/17/74,20
9/17/74,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/24/73,20
7/25/73,20
7/25/73,20
7/25/73,20
9/1/09,20.1
6/27/00,20.1
7/7/82,20.1
8/13/82,20.1
8/13/82,20.1
8/13/82,20.2
8/13/82,20.2
7/24/73,20.2
7/24/73,20.2
6/24/04,20.2
6/29/82,20.2
7/25/73,20.2
7/15/82,20.2
7/15/82,20.2
6/29/82,20.2
8/13/82,20.2
7/25/73,20.2
6/29/82,20.2
9/5/18,20.2
6/22/82,20.3
8/19/82,20.4
7/7/82,20.4
6/29/82,20.4
7/21/82,20.5
9/15/82,20.5
8/20/82,20.5
6/29/82,20.5
6/29/82,20.5
10/12/82,20.5
7/25/73,20.5
7/25/73,20.5
7/25/73,20.5
7/25/73,20.5
7/25/73,20.5
7/25/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/24/73,20.5
7/29/82,20.5
9/24/82,20.7
9/9/02,20.7
9/15/82,20.8
7/24/73,20.8
6/22/82,20.8
7/21/82,20.8
7/21/82,20.8
7/24/73,20.8
7/25/73,20.8
7/24/73,20.8
7/24/73,20.8
6/29/82,20.8
7/25/73,20.8
9/15/82,20.8
7/28/87,20.8
7/25/73,20.9
7/25/73,21
7/25/73,21
7/25/73,21
7/25/73,21
7/25/73,21
7/25/73,21
7/29/82,21
7/29/82,21
7/29/82,21
8/10/83,21
7/25/73,21
7/26/73,21
7/21/82,21
7/7/77,21
7/21/82,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/24/73,21
7/21/82,21
7/21/82,21
6/22/82,21
6/22/82,21
9/15/82,21
7/26/73,21
7/26/73,21
6/6/78,21
6/6/78,21
7/26/73,21
7/14/78,21
7/26/73,21
6/22/82,21
7/26/73,21
6/29/82,21
6/29/82,21
6/29/82,21
7/26/73,21
8/20/82,21
8/20/82,21
10/12/82,21
6/30/16,21
9/10/19,21.1
8/5/93,21.1
7/31/89,21.1
8/5/93,21.1
10/12/82,21.1
8/5/93,21.1
8/5/93,21.1
8/19/82,21.1
8/19/82,21.1
8/20/82,21.1
8/5/93,21.1
8/5/93,21.1
8/5/93,21.1
7/24/73,21.2
7/25/73,21.2
7/13/98,21.2
7/25/73,21.2
8/5/93,21.2
7/25/73,21.2
7/25/73,21.2
7/25/73,21.2
7/25/73,21.2
7/24/73,21.2
7/24/73,21.2
7/24/73,21.2
7/24/73,21.2
7/24/73,21.2
9/5/17,21.3
7/24/73,21.3
7/25/73,21.3
8/12/02,21.3
7/24/73,21.3
7/11/90,21.3
7/24/73,21.3
8/21/07,21.4
6/22/82,21.4
6/22/82,21.4
7/22/08,21.5
8/23/11,21.5
7/25/73,21.5
7/25/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
8/27/82,21.5
7/25/73,21.5
7/26/73,21.5
7/26/73,21.5
7/25/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
7/25/73,21.5
7/25/73,21.5
7/26/73,21.5
6/29/82,21.5
8/27/82,21.5
7/26/73,21.5
6/29/82,21.5
7/25/73,21.5
7/26/73,21.5
7/26/73,21.5
7/25/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
8/27/82,21.5
7/26/73,21.5
7/26/73,21.5
7/25/73,21.5
7/25/73,21.5
8/27/82,21.5
7/26/73,21.5
7/25/73,21.5
7/24/73,21.5
7/26/73,21.5
8/27/82,21.5
7/24/73,21.5
7/25/73,21.5
7/24/73,21.5
7/24/73,21.5
7/24/73,21.5
7/24/73,21.5
7/24/73,21.5
7/21/82,21.5
7/26/73,21.5
7/24/73,21.5
7/24/73,21.5
7/26/73,21.5
7/24/73,21.5
7/24/73,21.5
7/24/73,21.5
7/24/73,21.5
7/26/73,21.5
7/25/73,21.5
7/25/73,21.5
7/26/73,21.5
7/25/73,21.5
7/29/82,21.5
7/25/73,21.5
7/26/73,21.5
7/26/73,21.5
7/26/73,21.5
7/20/82,21.5
7/26/73,21.5
8/5/93,21.7
7/25/73,21.8
7/25/73,21.8
7/26/73,21.8
7/25/73,21.8
7/25/73,21.8
7/25/73,21.8
7/25/73,21.8
7/25/73,21.8
8/5/93,21.8
7/25/73,21.8
7/25/73,21.8
7/25/73,21.8
7/25/73,21.8
7/24/73,21.8
7/24/73,21.8
7/24/73,21.8
9/24/82,21.8
7/24/73,21.8
7/25/73,21.8
7/25/73,21.8
7/25/73,21.8
8/5/82,21.9
8/20/82,21.9
7/25/73,21.9
8/5/82,21.9
7/24/73,21.9
7/24/73,21.9
8/20/82,21.9
7/27/82,22
8/7/74,22
8/7/74,22
8/7/74,22
6/29/82,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/24/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
8/6/74,22
6/29/82,22
7/25/73,22
7/25/73,22
7/25/73,22
7/26/73,22
7/26/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/26/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/24/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
7/25/73,22
8/7/74,22
8/7/74,22
8/7/74,22
8/7/74,22
8/20/82,22
8/6/74,22
8/20/19,22
7/22/13,22.1
7/11/17,22.1
7/24/73,22.2
7/26/73,22.1
7/26/73,22.1
7/26/73,22.1
8/20/82,22.1
7/26/73,22.1
7/26/73,22.1
7/26/73,22.1
8/20/82,22.1
7/25/73,22.2
7/20/82,22.1
8/20/82,22.1
7/24/73,22.2
7/25/73,22.2
7/26/73,22.2
7/25/73,22.2
7/26/73,22.2
7/24/73,22.2
7/26/73,22.2
7/24/73,22.2
6/29/82,22.2
7/25/73,22.2
8/6/74,22.2
7/25/73,22.2
7/25/73,22.2
7/24/73,22.2
7/25/73,22.2
7/26/73,22.2
7/25/73,22.2
7/26/73,22.2
7/26/73,22.2
7/25/73,22.2
7/25/73,22.2
7/25/73,22.2
7/24/73,22.2
7/24/73,22.2
7/26/73,22.2
7/25/73,22.2
7/25/73,22.2
8/7/74,22.2
7/24/73,22.2
7/25/73,22.2
7/24/73,22.2
7/24/73,22.2
7/25/73,22.2
7/25/73,22.2
7/26/73,22.2
7/25/73,22.2
7/26/73,22.2
7/24/73,22.2
7/25/73,22.2
7/25/73,22.2
7/24/73,22.2
7/24/73,22.2
7/24/73,22.2
7/24/73,22.2
7/24/73,22.2
7/24/73,22.2
7/25/73,22.2
7/25/73,22.2
7/24/73,22.2
7/25/73,22.2
7/26/73,22.2
7/24/73,22.2
7/24/73,22.2
7/26/73,22.2
7/25/73,22.2
7/25/73,22.2
7/25/73,22.2
7/24/73,22.2
7/25/73,22.2
7/24/73,22.2
7/26/73,22.2
7/26/73,22.2
7/25/73,22.2
7/24/73,22.2
7/25/73,22.2
8/6/74,22.2
7/24/73,22.2
7/25/73,22.2
7/24/73,22.2
7/25/73,22.2
7/25/73,22.2
7/26/73,22.2
7/26/73,22.2
7/25/73,22.2
7/26/73,22.2
7/24/73,22.2
7/25/73,22.2
7/25/73,22.2
8/7/74,22.2
7/25/73,22.2
7/25/73,22.2
7/25/73,22.2
7/24/73,22.2
8/17/16,22.3
7/24/73,22.3
7/25/73,22.3
7/20/82,22.3
8/7/74,22.3
7/24/73,22.3
7/24/73,22.3
7/24/73,22.3
7/24/73,22.3
7/24/73,22.3
7/26/73,22.3
7/24/73,22.3
7/20/82,22.3
7/24/73,22.3
7/26/73,22.3
7/24/73,22.3
7/24/73,22.3
7/24/73,22.3
7/24/73,22.3
7/24/73,22.3
8/7/74,22.3
7/24/73,22.3
7/24/73,22.3
7/24/07,22.3
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
8/6/74,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/24/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/24/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/24/73,22.4
7/24/73,22.4
7/24/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/24/73,22.4
7/24/73,22.4
7/26/73,22.4
7/26/73,22.4
7/24/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/25/73,22.4
7/24/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
7/25/73,22.4
7/26/73,22.4
7/24/73,22.4
7/26/73,22.4
7/26/73,22.4
7/25/73,22.4
8/17/92,22.4
7/25/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/26/73,22.4
7/26/73,22.4
7/24/73,22.4
7/25/73,22.4
7/25/73,22.4
7/24/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/24/73,22.4
7/24/73,22.4
7/26/73,22.4
7/25/73,22.4
7/26/73,22.4
7/25/73,22.4
6/22/15,22.5
8/20/14,22.5
8/19/08,22.5
7/26/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/26/73,22.5
9/24/82,22.5
7/26/73,22.5
7/26/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/26/73,22.5
7/26/73,22.5
8/7/74,22.5
7/24/73,22.5
7/24/73,22.5
7/26/73,22.5
9/24/82,22.5
7/26/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/20/82,22.5
7/24/73,22.5
7/26/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
8/10/05,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
9/15/82,22.5
7/26/73,22.5
7/24/73,22.5
7/24/73,22.5
7/26/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/26/73,22.5
7/26/73,22.5
7/25/73,22.5
7/26/73,22.5
7/26/73,22.5
7/25/73,22.5
7/24/73,22.5
7/26/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
8/17/92,22.5
7/25/73,22.5
8/17/92,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
8/17/92,22.5
7/25/73,22.5
7/25/73,22.5
7/25/73,22.5
8/17/92,22.5
7/24/73,22.5
8/17/92,22.5
7/26/73,22.5
7/24/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/25/73,22.5
7/24/73,22.5
7/25/73,22.5
8/17/92,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/25/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/24/73,22.5
7/25/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/24/73,22.5
7/26/73,22.5
7/25/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/26/73,22.5
7/25/73,22.5
9/2/82,22.5
9/2/82,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.5
7/24/73,22.5
7/24/73,22.5
7/23/79,22.5
7/24/73,22.5
7/24/73,22.5
7/24/73,22.5
7/25/73,22.6
7/25/73,22.6
7/26/73,22.6
7/24/73,22.6
7/24/73,22.6
7/25/73,22.6
7/24/73,22.6
8/20/82,22.6
7/23/73,22.6
7/23/73,22.6
7/25/73,22.6
7/23/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/25/73,22.6
7/23/73,22.6
7/23/73,22.6
7/23/73,22.6
7/23/73,22.6
7/23/73,22.6
7/23/73,22.6
7/23/73,22.6
7/26/73,22.6
7/25/73,22.6
8/19/82,22.6
7/24/73,22.6
8/17/92,22.6
7/23/73,22.6
8/17/92,22.6
7/24/73,22.6
7/23/73,22.6
9/15/82,22.6
7/25/73,22.6
7/24/73,22.6
7/15/02,22.6
7/26/73,22.6
7/24/73,22.6
7/23/73,22.6
7/23/73,22.6
7/24/73,22.6
7/23/73,22.6
7/24/73,22.6
7/24/73,22.6
7/24/73,22.6
7/23/73,22.6
7/26/73,22.6
9/15/82,22.6
7/26/73,22.6
7/26/73,22.6
7/25/73,22.6
7/26/73,22.6
7/23/73,22.6
7/26/73,22.6
7/24/85,22.6
7/24/73,22.6
7/26/73,22.6
7/24/73,22.6
7/26/73,22.6
7/26/73,22.6
7/25/73,22.6
7/26/73,22.6
7/25/73,22.6
7/24/73,22.6
7/26/73,22.6
7/23/73,22.6
7/23/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/25/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/24/73,22.6
7/26/73,22.6
7/26/73,22.6
7/24/73,22.6
8/19/82,22.6
7/26/73,22.6
7/24/73,22.6
7/25/73,22.6
7/26/73,22.6
7/25/73,22.6
7/26/73,22.6
7/26/73,22.6
7/24/73,22.6
7/23/73,22.6
7/24/73,22.6
7/16/01,22.6
7/23/73,22.6
7/26/73,22.6
7/24/73,22.6
7/24/73,22.6
7/24/73,22.6
8/6/74,22.6
7/24/73,22.6
7/26/73,22.6
7/24/73,22.6
7/24/73,22.6
7/23/73,22.6
7/24/73,22.6
7/24/73,22.6
7/23/73,22.6
7/26/73,22.6
7/25/73,22.6
7/24/73,22.6
7/24/73,22.6
7/24/73,22.6
8/7/74,22.6
7/23/73,22.6
7/24/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/24/73,22.6
7/26/73,22.6
7/23/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
